Unnamed: 0,X1,age,gender,height,weight,steps,hear_rate,calories,distance,entropy_heart,entropy_setps,resting_heart,corr_heart_steps,norm_heart,intensity_karvonen,sd_norm_heart,steps_times_distance,device_fitbit,activity_Running 3 METs,activity_Running 5 METs,activity_Running 7 METs,activity_Self Pace walk,activity_Sitting
4493,757,19,1,163.80013782596606,37.66991711889176,-7.787805935979023,52.38775032673793,12.682567020832693,15.823624148701333,6.181290692177182,6.08032069213016,75.10349147280519,0.18456369038652143,21.681130721558453,0.8809792175248026,0.22449157053182223,164.56582379015697,True,True,True,True,True,True
145,3113,38,0,159.00296999714226,43.52366622731989,625.5528770739895,53.828790537111864,63.251248981474816,1.3942610239894822,3.230489553624523,3.669276669773775,16.50539028453632,0.5581041669897173,-1.1318267361512493,-0.009449983754155077,28.28278230492548,-602.5825045608603,True,True,True,True,True,True
6571,3037,60,0,184.41979305220474,75.86507281608822,-3.250473948195337,72.41944262335943,-1.5652216754979258,17.643818341200053,5.553456627477876,6.255244003613674,75.44508364701531,0.9670408779482219,3.086725067675946,0.007301231422297543,-0.8398238564533529,257.822615127382,True,True,True,True,True,True
2772,3252,30,0,166.21774906504115,59.2674665584931,-0.05557991036835652,138.00292273404608,-0.9356488199048104,2.187106024896805,6.153160175866782,6.463187815785149,55.37691815251001,0.9875554854102349,3.3463173682595997,0.017030022213960556,16.377769752720113,10.290794924315747,True,True,True,True,True,True
2702,3275,37,0,159.45825726279554,58.30307973741519,126.73420119492769,73.69245229760429,5.772800095821481,-0.451519141555679,6.065556278400238,5.54848133207521,35.411318641632796,0.18839254848957562,25.486136517462562,0.03668791097488963,45.271021779922535,-1.7768993090541585,True,True,True,True,True,True
4709,1915,26,1,156.073934269718,83.61106129852286,846.8833002590608,106.43694035205527,-1.7585382284781725,0.5325402293497347,6.040575841656327,5.706030305774985,89.16990107972993,-1.0413267024986717,22.94576100476332,-0.02363660410571522,10.644398025463007,-192.2055302179818,True,True,True,True,True,True
5741,76,33,1,182.17712423399817,60.72490311215104,16.360180757325484,156.5345359409568,16.221383082972658,16.487034630017778,6.186686478639025,6.197729150094851,74.93362886154448,1.007027391846306,-1.5404384923852954,-0.013199773333439982,0.5439062859235522,101.10034219850019,True,True,True,True,True,True
2232,-104,27,0,176.84123997756916,55.79993836698507,53.361871190532774,58.78895551754642,-1.0437311328770797,0.5470959760041558,6.044781241746788,5.827242625790634,36.862757808120435,-0.4377100786794407,7.26041120291872,-0.0013707891733831246,5.526356225055283,-108.46793530358545,True,True,True,True,True,True
2763,3319,20,1,163.78370541262225,75.44604586625213,4.910843369760608,67.01264020956248,0.09349794787788601,-0.2958478680554476,6.017569865370098,-0.43881439169184044,6.295969074249319,0.6339075320169931,9.344385172710023,-0.011875524123370895,0.2297324768913782,15.455244709291659,True,True,True,True,True,True
5690,159,25,1,167.46351910959083,63.17754376897078,104.59943811555974,62.21909709281711,0.7756979859335695,2.0389744212393586,6.0677860257519285,6.22764443639623,66.32151846482884,-0.9849314517057849,4.151052089761601,0.458425526956671,19.066593812738873,-173.0146583246698,True,True,True,True,True,True
6653,-14,34,0,179.24689657180508,69.42651106018252,-2.633107240116191,80.05102657830254,53.87602788397856,1.4610537641020325,6.437134231284072,6.372085581446739,76.06242414726403,0.9808206711455879,0.6096779055926933,0.1304985153843747,-0.32923742189789523,110.47503705796314,True,True,True,True,True,True
3485,2753,30,0,174.7506682687097,66.80737752931667,0.45347247610450925,185.95149208376716,2.8964371222015806,1.8371744570972917,6.0798029737533765,4.339073359704176,6.532966539739076,1.0362961323784672,39.20928220047912,0.06336897984912539,8.09741369714663,970.2282830946671,True,True,True,True,True,True
4559,131,33,0,140.08987862494246,42.137475053397964,365.62649460129296,85.97105844146715,-0.707449117538329,0.3089201451606312,6.059107290042989,5.8105715864854925,81.11061120357384,0.3751782804522669,1.542552518999889,0.7149727991734118,3.381391823232761,449.84598960759524,True,True,True,True,True,True
2990,365,26,0,160.5127912497676,63.523216338518786,3.9974505969462104,128.38136221467937,55.36234818688615,1.7642521732741265,6.1538631212396595,6.056232511626406,77.38542184167503,0.7352235545530487,41.86513492211175,-0.0025865448269204996,0.13955927674522547,152.97748982088535,True,True,True,True,True,True
6151,461,19,0,162.82632351587975,50.03934006431612,6.228369010503175,77.25184068502767,-1.3200794717794482,15.455108096464551,6.064728615948364,6.356048185331678,77.33347765327203,0.2107012547658952,2.5704642646108127,0.010210058420831065,-0.18021175936681383,59.152459239597256,True,True,True,True,True,True
645,2918,30,1,164.43369623119932,63.95803689882707,17.185972175897163,124.27846634580956,-2.534783329529403,-0.7874150654441205,6.063005320465194,2.365837351381091,73.87480716868014,0.15306032315481297,14.051873973280832,0.033058953860736415,6.177561482142815,-209.49259597034424,True,True,True,True,True,True
7037,-383,31,0,179.91544319184516,69.36102238913324,-15.325559196141043,78.52769801697053,88.43840460467037,16.931973372570088,6.318650323567494,6.431055365886842,76.20489222762768,0.9751442753105076,-0.15153881427155702,0.00984507827096567,-1.3283143765923757,247.0467232568503,True,True,True,True,True,True
5938,3077,28,0,169.8750157259465,59.33602820786218,714.3072219240098,102.67484689517842,-1.0501359999864461,0.5207785827317857,6.070620818724566,5.742188198756432,79.19278314132472,0.3780575429465106,8.738758492447435,0.19448091083253172,34.509352182360665,-160.68600644814032,True,True,True,True,True,True
